type,value
CCN(worst),4
CCN(average),3.5
CCN(violate),0
LOC(worst),49
LOC(average),39.5
LOC(violate),0
Parameter(worst),2
Parameter(average),2.0
Parameter(violate),0
Token(worst),487
Token(average),370.0
