type,value
CCN(worst),4
CCN(average),2.0
CCN(violate),0
LOC(worst),35
LOC(average),16.8
LOC(violate),0
Parameter(worst),2
Parameter(average),1.3
Parameter(violate),0
Token(worst),218
Token(average),116.7
type,value
CCN(warning),0
LOC(warning),0
Parameter(warning),0
