type,value
CCN(worst),11
CCN(average),2.5588235294117645
CCN(violate),0
LOC(worst),69
LOC(average),12.029411764705882
LOC(violate),0
Parameter(worst),8
Parameter(average),1.588235294117647
Parameter(violate),1
Token(worst),446
Token(average),85.0
