type,value
CCN(worst),1
CCN(average),1.0
CCN(violate),0
LOC(worst),13
LOC(average),8.8
LOC(violate),0
Parameter(worst),3
Parameter(average),1.7
Parameter(violate),0
Token(worst),121
Token(average),73.5
CCN(warning),0
LOC(warning),0
Parameter(warning),0
