type,value
CCN(worst),21
CCN(average),2.5
CCN(violate),1
LOC(worst),105
LOC(average),14.6
LOC(violate),0
Parameter(worst),11
Parameter(average),1.3
Parameter(violate),6
Token(worst),624
Token(average),79.7
CCN(warning),131
LOC(warning),0
Parameter(warning),0
