type,value
CCN(worst),9
CCN(average),2.6
CCN(violate),0
LOC(worst),38
LOC(average),17.3
LOC(violate),0
Parameter(worst),6
Parameter(average),2.1
Parameter(violate),0
Token(worst),263
Token(average),131.1
CCN(warning),1
LOC(warning),0
Parameter(warning),0
