type,value
CCN(worst),2
CCN(average),1.3
CCN(violate),0
LOC(worst),14
LOC(average),6.6
LOC(violate),0
Parameter(worst),2
Parameter(average),1.6
Parameter(violate),0
Token(worst),119
Token(average),46.4
type,value
CCN(warning),0
LOC(warning),0
Parameter(warning),0
