type,value
CCN(worst),9
CCN(average),1.8
CCN(violate),0
LOC(worst),92
LOC(average),13.1
LOC(violate),0
Parameter(worst),6
Parameter(average),1.3
Parameter(violate),0
Token(worst),364
Token(average),73.2
CCN(warning),1
LOC(warning),0
Parameter(warning),0
