type,value
CCN(worst),36
CCN(average),5.0
CCN(violate),1
LOC(worst),176
LOC(average),29.0
LOC(violate),0
Parameter(worst),3
Parameter(average),1.7
Parameter(violate),0
Token(worst),957
Token(average),176.4
CCN(warning),8
LOC(warning),0
Parameter(warning),0
