type,value
CCN(worst),6
CCN(average),1.8
CCN(violate),0
LOC(worst),63
LOC(average),11.3
LOC(violate),0
Parameter(worst),2
Parameter(average),0.8
Parameter(violate),0
Token(worst),635
Token(average),88.8
CCN(warning),1
LOC(warning),0
Parameter(warning),0
