type,value
CCN(worst),15
CCN(average),4.6
CCN(violate),0
LOC(worst),63
LOC(average),26.3
LOC(violate),0
Parameter(worst),3
Parameter(average),0.9
Parameter(violate),0
Token(worst),568
Token(average),198.7
