type,value
CCN(worst),1
CCN(average),1.0
CCN(violate),0
LOC(worst),25
LOC(average),25.0
LOC(violate),0
Parameter(worst),1
Parameter(average),1.0
Parameter(violate),0
Token(worst),239
Token(average),239.0
