type,value
CCN(worst),36
CCN(average),2.3
CCN(violate),3
LOC(worst),201
LOC(average),12.3
LOC(violate),1
Parameter(worst),9
Parameter(average),1.5
Parameter(violate),18
Token(worst),1868
Token(average),71.6
CCN(warning),150
LOC(warning),0
Parameter(warning),0
