type,value
CCN(worst),0
CCN(average),0
CCN(violate),0
LOC(worst),0
LOC(average),0
LOC(violate),0
Parameter(worst),0
Parameter(average),0
Parameter(violate),0
Token(worst),0
Token(average),0
