type,value
CCN(worst),1
CCN(average),1.0
CCN(violate),0
LOC(worst),30
LOC(average),30.0
LOC(violate),0
Parameter(worst),1
Parameter(average),1.0
Parameter(violate),0
Token(worst),243
Token(average),243.0
