type,value
CCN(worst),21
CCN(average),2.5
CCN(violate),1
LOC(worst),92
LOC(average),17.0
LOC(violate),0
Parameter(worst),8
Parameter(average),1.2
Parameter(violate),1
Token(worst),624
Token(average),116.9
CCN(warning),25
LOC(warning),0
Parameter(warning),0
